SNo,Date,Country/Region,Confirmed,Deaths,Recovered
2884,3/1/20,Australia,6,0,4
2885,3/1/20,Ecuador,6,0,0
2886,3/1/20,Finland,6,0,1
2887,3/1/20,Oman,6,0,1
2888,3/1/20,Mexico,5,0,0
2889,3/1/20,Denmark,4,0,0
2890,3/1/20,Pakistan,4,0,0
2891,3/1/20,Australia,3,0,2
2892,3/1/20,Azerbaijan,3,0,0
2893,3/1/20,Czech Republic,3,0,0
2894,3/1/20,Georgia,3,0,0
2895,3/1/20,Iceland,3,0,0
2896,3/1/20,India,3,0,3
2897,3/1/20,Philippines,3,1,1
2898,3/1/20,Qatar,3,0,0
2899,3/1/20,Romania,3,0,0
2900,3/1/20,US,3,0,2
2901,3/1/20,US,3,0,1
2902,3/1/20,Australia,2,1,0
2903,3/1/20,Belgium,2,0,1
2904,3/1/20,Brazil,2,0,0
2905,3/1/20,Egypt,2,0,1
2906,3/1/20,Russia,2,0,2
2907,3/1/20,US,2,0,0
2908,3/1/20,US,2,0,0
2909,3/1/20,US,2,0,1
2910,3/1/20,US,2,0,0
2911,3/1/20,Afghanistan,1,0,0
2912,3/1/20,Algeria,1,0,0
2913,3/1/20,Armenia,1,0,0
2914,3/1/20,Belarus,1,0,0
2915,3/1/20,Cambodia,1,0,1
2916,3/1/20,Canada,1,0,0
2917,3/1/20,Canada,1,0,1
2918,3/1/20,Dominican Republic,1,0,0
2919,3/1/20,Estonia,1,0,0
2920,3/1/20,Ireland,1,0,0
2921,3/1/20,Lithuania,1,0,0
2922,3/1/20,Luxembourg,1,0,0
2923,3/1/20,China,1,0,1
2924,3/1/20,Monaco,1,0,0
2925,3/1/20,Nepal,1,0,1
2926,3/1/20,New Zealand,1,0,0
2927,3/1/20,Nigeria,1,0,0
2928,3/1/20,North Macedonia,1,0,0
2929,3/1/20,San Marino,1,0,0
2930,3/1/20,Sri Lanka,1,0,1
2931,3/1/20,US,1,0,1
2932,3/1/20,US,1,0,0
2933,3/1/20,US,1,0,0
2934,3/1/20,US,1,0,0
2935,3/1/20,US,1,0,0
2936,3/1/20,US,1,0,0
2937,3/1/20,US,1,0,0
2938,3/1/20,US,1,0,0
2939,3/1/20,US,1,0,1
2940,3/1/20,Australia,0,0,0
2941,3/1/20,US,0,0,0
2942,3/1/20,US,0,0,0
2943,3/1/20,US,0,0,0
2944,3/2/20,China,67103,2803,33934
2945,3/2/20,South Korea,4335,28,30
2946,3/2/20,Italy,2036,52,149
2947,3/2/20,Iran,1501,66,291
2948,3/2/20,China,1350,7,1059
2949,3/2/20,China,1272,22,1205
2950,3/2/20,China,1206,1,1069
2951,3/2/20,China,1018,4,887
2952,3/2/20,China,990,6,917
2953,3/2/20,China,935,1,850
2954,3/2/20,China,758,6,460
2955,3/2/20,Others,705,6,10
2956,3/2/20,China,631,0,543
2957,3/2/20,China,576,6,469
2958,3/2/20,China,538,3,386
2959,3/2/20,China,480,13,356
2960,3/2/20,China,414,8,282
2961,3/2/20,China,337,3,292
2962,3/2/20,China,318,6,296
2963,3/2/20,China,296,1,255
2964,3/2/20,Japan,274,6,32
2965,3/2/20,China,252,2,192
2966,3/2/20,China,245,1,216
2967,3/2/20,France,191,3,12
2968,3/2/20,China,174,2,168
2969,3/2/20,China,168,5,151
2970,3/2/20,Germany,159,0,16
2971,3/2/20,China,146,2,114
2972,3/2/20,China,136,3,111
2973,3/2/20,China,133,0,119
2974,3/2/20,China,122,1,103
2975,3/2/20,Spain,120,0,2
2976,3/2/20,Singapore,108,0,78
2977,3/2/20,Hong Kong,100,2,36
2978,3/2/20,China,93,1,83
2979,3/2/20,China,91,2,85
2980,3/2/20,China,76,3,66
2981,3/2/20,China,75,0,54
2982,3/2/20,China,74,0,69
2983,3/2/20,Kuwait,56,0,0
2984,3/2/20,Bahrain,49,0,0
2985,3/2/20,US,45,0,0
2986,3/2/20,Thailand,43,1,31
2987,3/2/20,Switzerland,42,0,0
2988,3/2/20,Taiwan,41,1,12
2989,3/2/20,UK,40,0,8
2990,3/2/20,Malaysia,29,0,18
2991,3/2/20,Iraq,26,0,0
2992,3/2/20,Norway,25,0,0
2993,3/2/20,United Arab Emirates,21,0,5
2994,3/2/20,Austria,18,0,0
2995,3/2/20,China,18,0,18
2996,3/2/20,Netherlands,18,0,0
2997,3/2/20,Canada,17,0,2
2998,3/2/20,Vietnam,16,0,16
2999,3/2/20,Sweden,15,0,0
3000,3/2/20,US,14,5,1
3001,3/2/20,Lebanon,13,0,0
3002,3/2/20,Israel,10,0,1
3003,3/2/20,Macau,10,0,8
3004,3/2/20,Australia,9,0,1
3005,3/2/20,Australia,9,0,4
3006,3/2/20,US,9,0,1
3007,3/2/20,Belgium,8,0,1
3008,3/2/20,Canada,8,0,3
3009,3/2/20,San Marino,8,0,0
3010,3/2/20,Croatia,7,0,0
3011,3/2/20,Greece,7,0,0
3012,3/2/20,Australia,6,0,4
3013,3/2/20,Ecuador,6,0,0
3014,3/2/20,Finland,6,0,1
3015,3/2/20,Iceland,6,0,0
3016,3/2/20,Oman,6,0,1
3017,3/2/20,India,5,0,3
3018,3/2/20,Mexico,5,0,0
3019,3/2/20,Denmark,4,0,0
3020,3/2/20,Pakistan,4,0,0
3021,3/2/20,US,4,0,2
3022,3/2/20,US,4,1,0
3023,3/2/20,Algeria,3,0,0
3024,3/2/20,Australia,3,0,2
3025,3/2/20,Azerbaijan,3,0,0
3026,3/2/20,Czech Republic,3,0,0
3027,3/2/20,Georgia,3,0,0
3028,3/2/20,Philippines,3,1,1
3029,3/2/20,Qatar,3,0,0
3030,3/2/20,Romania,3,0,0
3031,3/2/20,Russia,3,0,2
3032,3/2/20,Australia,2,1,0
3033,3/2/20,Brazil,2,0,0
3034,3/2/20,Egypt,2,0,1
3035,3/2/20,Indonesia,2,0,0
3036,3/2/20,Portugal,2,0,0
3037,3/2/20,US,2,0,0
3038,3/2/20,US,2,0,0
3039,3/2/20,US,2,0,0
3040,3/2/20,US,2,0,0
3041,3/2/20,US,2,0,1
3042,3/2/20,Afghanistan,1,0,0
3043,3/2/20,Andorra,1,0,0
3044,3/2/20,Armenia,1,0,0
3045,3/2/20,Australia,1,0,0
3046,3/2/20,Belarus,1,0,0
3047,3/2/20,Cambodia,1,0,1
3048,3/2/20,Canada,1,0,0
3049,3/2/20,Canada,1,0,1
3050,3/2/20,Dominican Republic,1,0,0
3051,3/2/20,Estonia,1,0,0
3052,3/2/20,Ireland,1,0,0
3053,3/2/20,Latvia,1,0,0
3054,3/2/20,Lithuania,1,0,0
3055,3/2/20,Luxembourg,1,0,0
3056,3/2/20,Mainland China,1,0,1
3057,3/2/20,Monaco,1,0,0
3058,3/2/20,Morocco,1,0,0
3059,3/2/20,Nepal,1,0,1
3060,3/2/20,New Zealand,1,0,0
3061,3/2/20,Nigeria,1,0,0
3062,3/2/20,North Macedonia,1,0,0
3063,3/2/20,Saudi Arabia,1,0,0
3064,3/2/20,Senegal,1,0,0
3065,3/2/20,Sri Lanka,1,0,1
3066,3/2/20,US,1,0,1
3067,3/2/20,US,1,0,0
3068,3/2/20,US,1,0,0
3069,3/2/20,US,1,0,0
3070,3/2/20,US,1,0,0
3071,3/2/20,US,1,0,0
3072,3/2/20,US,1,0,0
3073,3/2/20,US,1,0,0
3074,3/2/20,US,1,0,0
3075,3/2/20,US,1,0,0
3076,3/2/20,US,1,0,0
3077,3/2/20,US,1,0,0
3078,3/2/20,US,1,0,0
3079,3/2/20,US,1,0,1
3080,3/2/20,US,1,0,0
3081,3/2/20,Australia,0,0,0
3082,3/2/20,US,0,0,0
3083,3/2/20,US,0,0,0
3084,3/2/20,US,0,0,0
3085,3/3/20,China,67217,2835,36208
3086,3/3/20,South Korea,5186,28,30
3087,3/3/20,Italy,2502,79,160
3088,3/3/20,Iran,2336,77,291
3089,3/3/20,China,1350,7,1101
3090,3/3/20,China,1272,22,1231
3091,3/3/20,China,1213,1,1093
3092,3/3/20,China,1018,4,906
3093,3/3/20,China,990,6,936
3094,3/3/20,China,935,1,870
3095,3/3/20,China,758,6,511
3096,3/3/20,Others,706,6,10
3097,3/3/20,China,631,0,562
3098,3/3/20,China,576,6,490
3099,3/3/20,China,538,3,394
3100,3/3/20,China,480,13,366
3101,3/3/20,China,414,8,288
3102,3/3/20,China,338,3,294
3103,3/3/20,China,318,6,300
3104,3/3/20,China,296,1,260
3105,3/3/20,Japan,293,6,43
3106,3/3/20,China,252,2,202
3107,3/3/20,China,245,1,216
3108,3/3/20,France,204,4,12
3109,3/3/20,Germany,196,0,16
3110,3/3/20,China,174,2,169
3111,3/3/20,China,168,5,155
3112,3/3/20,Spain,165,1,2
3113,3/3/20,China,146,2,114
3114,3/3/20,China,136,3,124
3115,3/3/20,China,133,0,124
3116,3/3/20,China,125,1,106
3117,3/3/20,Singapore,110,0,78
3118,3/3/20,Hong Kong,100,2,37
3119,3/3/20,China,93,1,83
3120,3/3/20,China,91,2,86
3121,3/3/20,China,76,3,68
3122,3/3/20,China,75,1,59
3123,3/3/20,China,74,0,69
3124,3/3/20,Kuwait,56,0,0
3125,3/3/20,Switzerland,56,0,2
3126,3/3/20,UK,51,0,8
3127,3/3/20,Bahrain,49,0,0
3128,3/3/20,US,45,0,0
3129,3/3/20,Thailand,43,1,31
3130,3/3/20,Taiwan,42,1,12
3131,3/3/20,Malaysia,36,0,22
3132,3/3/20,Iraq,32,0,0
3133,3/3/20,Norway,32,0,0
3134,3/3/20,United Arab Emirates,27,0,5
3135,3/3/20,Netherlands,24,0,0
3136,3/3/20,Austria,21,0,0
3137,3/3/20,Sweden,21,0,0
3138,3/3/20,US,21,6,1
3139,3/3/20,Canada,19,0,2
3140,3/3/20,China,18,0,18
3141,3/3/20,Vietnam,16,0,16
3142,3/3/20,Australia,13,0,4
3143,3/3/20,Belgium,13,0,1
3144,3/3/20,Lebanon,13,0,0
3145,3/3/20,Israel,12,0,1
3146,3/3/20,Oman,12,0,2
3147,3/3/20,Australia,11,0,1
3148,3/3/20,Iceland,11,0,0
3149,3/3/20,US,11,0,1
3150,3/3/20,Macau,10,0,9
3151,3/3/20,San Marino,10,1,0
3152,3/3/20,Australia,9,0,4
3153,3/3/20,Canada,9,0,3
3154,3/3/20,Croatia,9,0,0
3155,3/3/20,Ecuador,7,0,0
3156,3/3/20,Greece,7,0,0
3157,3/3/20,Qatar,7,0,0
3158,3/3/20,Denmark,6,0,0
3159,3/3/20,Finland,6,0,1
3160,3/3/20,US,6,1,0
3161,3/3/20,Algeria,5,0,0
3162,3/3/20,Czech Republic,5,0,0
3163,3/3/20,India,5,0,3
3164,3/3/20,Mexico,5,0,1
3165,3/3/20,Pakistan,5,0,0
3166,3/3/20,US,4,0,2
3167,3/3/20,Australia,3,0,2
3168,3/3/20,Azerbaijan,3,0,0
3169,3/3/20,Georgia,3,0,0
3170,3/3/20,Philippines,3,1,1
3171,3/3/20,Romania,3,0,0
3172,3/3/20,Russia,3,0,2
3173,3/3/20,Australia,2,1,0
3174,3/3/20,Brazil,2,0,0
3175,3/3/20,Egypt,2,0,1
3176,3/3/20,Estonia,2,0,0
3177,3/3/20,Indonesia,2,0,0
3178,3/3/20,Ireland,2,0,0
3179,3/3/20,Portugal,2,0,0
3180,3/3/20,Senegal,2,0,0
3181,3/3/20,US,2,0,0
3182,3/3/20,US,2,0,0
3183,3/3/20,US,2,0,0
3184,3/3/20,US,2,0,0
3185,3/3/20,US,2,0,0
3186,3/3/20,US,2,0,0
3187,3/3/20,US,2,0,1
3188,3/3/20,US,2,0,0
3189,3/3/20,US,2,0,0
3190,3/3/20,Afghanistan,1,0,0
3191,3/3/20,Andorra,1,0,0
3192,3/3/20,Argentina,1,0,0
3193,3/3/20,Armenia,1,0,0
3194,3/3/20,Australia,1,0,0
3195,3/3/20,Belarus,1,0,0
3196,3/3/20,Cambodia,1,0,1
3197,3/3/20,Canada,1,0,0
3198,3/3/20,Canada,1,0,1
3199,3/3/20,Chile,1,0,0
3200,3/3/20,Dominican Republic,1,0,0
3201,3/3/20,Jordan,1,0,0
3202,3/3/20,Latvia,1,0,0
3203,3/3/20,Lithuania,1,0,0
3204,3/3/20,Luxembourg,1,0,0
3205,3/3/20,Mainland China,1,0,1
3206,3/3/20,Monaco,1,0,0
3207,3/3/20,Morocco,1,0,0
3208,3/3/20,Nepal,1,0,1
3209,3/3/20,New Zealand,1,0,0
3210,3/3/20,Nigeria,1,0,0
3211,3/3/20,North Macedonia,1,0,0
3212,3/3/20,Saudi Arabia,1,0,0
3213,3/3/20,Sri Lanka,1,0,1
3214,3/3/20,US,1,0,0
3215,3/3/20,US,1,0,0
3216,3/3/20,US,1,0,1
3217,3/3/20,US,1,0,0
3218,3/3/20,US,1,0,0
3219,3/3/20,US,1,0,1
3220,3/3/20,US,1,0,0
3221,3/3/20,US,1,0,0
3222,3/3/20,US,1,0,0
3223,3/3/20,US,1,0,0
3224,3/3/20,US,1,0,0
3225,3/3/20,US,1,0,0
3226,3/3/20,US,1,0,0
3227,3/3/20,US,1,0,1
3228,3/3/20,US,1,0,0
3229,3/3/20,US,1,0,0
3230,3/3/20,US,1,0,0
3231,3/3/20,Ukraine,1,0,0
3232,3/3/20,Australia,0,0,0
3233,3/3/20,US,0,0,0
3234,3/3/20,US,0,0,0
3235,3/3/20,US,0,0,0
3236,3/4/20,China,67332,2871,38557
3237,3/4/20,South Korea,5621,35,41
3238,3/4/20,Italy,3089,107,276
3239,3/4/20,Iran,2922,92,552
3240,3/4/20,China,1350,7,1133
3241,3/4/20,China,1272,22,1234
3242,3/4/20,China,1213,1,1114
3243,3/4/20,China,1018,4,916
3244,3/4/20,China,990,6,956
3245,3/4/20,China,935,1,884
3246,3/4/20,China,758,6,516
3247,3/4/20,Others,706,6,10
3248,3/4/20,China,631,0,577
3249,3/4/20,China,576,6,502
3250,3/4/20,China,538,3,406
3251,3/4/20,China,480,13,373
3252,3/4/20,China,418,8,297
3253,3/4/20,China,338,3,298
3254,3/4/20,Japan,331,6,43
3255,3/4/20,China,318,6,301
3256,3/4/20,China,296,1,270
3257,3/4/20,France,285,4,12
3258,3/4/20,Germany,262,0,16
3259,3/4/20,China,252,2,210
3260,3/4/20,China,245,1,223
3261,3/4/20,Spain,222,2,2
3262,3/4/20,China,174,2,169
3263,3/4/20,China,168,5,158
3264,3/4/20,China,146,2,114
3265,3/4/20,China,136,3,124
3266,3/4/20,China,133,0,124
3267,3/4/20,China,125,1,106
3268,3/4/20,Singapore,110,0,78
3269,3/4/20,Hong Kong,105,2,37
3270,3/4/20,China,93,1,86
3271,3/4/20,China,91,2,87
3272,3/4/20,Switzerland,90,0,3
3273,3/4/20,UK,85,0,8
3274,3/4/20,China,76,3,69
3275,3/4/20,China,75,1,63
3276,3/4/20,China,75,0,69
3277,3/4/20,Kuwait,56,0,0
3278,3/4/20,Norway,56,0,0
3279,3/4/20,Bahrain,52,0,0
3280,3/4/20,Malaysia,50,0,22
3281,3/4/20,US,45,0,0
3282,3/4/20,Thailand,43,1,31
3283,3/4/20,Taiwan,42,1,12
3284,3/4/20,Netherlands,38,0,0
3285,3/4/20,Iraq,35,2,0
3286,3/4/20,Sweden,35,0,0
3287,3/4/20,US,31,9,1
3288,3/4/20,Austria,29,0,0
3289,3/4/20,India,28,0,3
3290,3/4/20,United Arab Emirates,27,0,5
3291,3/4/20,Iceland,26,0,0
3292,3/4/20,Belgium,23,0,1
3293,3/4/20,Australia,22,1,4
3294,3/4/20,Canada,19,0,2
3295,3/4/20,China,18,0,18
3296,3/4/20,San Marino,16,1,0
3297,3/4/20,Vietnam,16,0,16
3298,3/4/20,Israel,15,0,1
3299,3/4/20,Oman,15,0,2
3300,3/4/20,Lebanon,13,0,1
3301,3/4/20,Algeria,12,0,0
3302,3/4/20,Canada,12,0,3
3303,3/4/20,Australia,11,0,1
3304,3/4/20,US,11,0,1
3305,3/4/20,Australia,10,0,4
3306,3/4/20,Croatia,10,0,0
3307,3/4/20,Denmark,10,0,0
3308,3/4/20,Ecuador,10,0,0
3309,3/4/20,Macau,10,0,9
3310,3/4/20,US,10,0,0
3311,3/4/20,Greece,9,0,0
3312,3/4/20,Czech Republic,8,0,0
3313,3/4/20,Qatar,8,0,0
3314,3/4/20,US,8,1,0
3315,3/4/20,US,7,0,0
3316,3/4/20,Belarus,6,0,0
3317,3/4/20,Finland,6,0,1
3318,3/4/20,Ireland,6,0,0
3319,3/4/20,Australia,5,0,2
3320,3/4/20,Mexico,5,0,1
3321,3/4/20,Pakistan,5,0,0
3322,3/4/20,Portugal,5,0,0
3323,3/4/20,Brazil,4,0,0
3324,3/4/20,Romania,4,0,1
3325,3/4/20,Senegal,4,0,0
3326,3/4/20,US,4,0,2
3327,3/4/20,Azerbaijan,3,0,0
3328,3/4/20,Georgia,3,0,0
3329,3/4/20,New Zealand,3,0,0
3330,3/4/20,Philippines,3,1,1
3331,3/4/20,Russia,3,0,2
3332,3/4/20,Saint Barthelemy,3,0,0
3333,3/4/20,US,3,0,0
3334,3/4/20,Australia,2,1,0
3335,3/4/20,Egypt,2,0,1
3336,3/4/20,Estonia,2,0,0
3337,3/4/20,Hungary,2,0,0
3338,3/4/20,Indonesia,2,0,0
3339,3/4/20,US,2,0,0
3340,3/4/20,US,2,0,0
3341,3/4/20,US,2,0,0
3342,3/4/20,US,2,1,0
3343,3/4/20,US,2,0,0
3344,3/4/20,US,2,0,0
3345,3/4/20,US,2,0,0
3346,3/4/20,US,2,0,1
3347,3/4/20,US,2,0,0
3348,3/4/20,US,2,0,0
3349,3/4/20,Afghanistan,1,0,0
3350,3/4/20,Andorra,1,0,0
3351,3/4/20,Argentina,1,0,0
3352,3/4/20,Armenia,1,0,0
3353,3/4/20,Australia,1,0,0
3354,3/4/20,Australia,1,0,0
3355,3/4/20,Cambodia,1,0,1
3356,3/4/20,Canada,1,0,0
3357,3/4/20,Canada,1,0,1
3358,3/4/20,Chile,1,0,0
3359,3/4/20,Dominican Republic,1,0,0
3360,3/4/20,Faroe Islands,1,0,0
3361,3/4/20,Gibraltar,1,0,0
3362,3/4/20,Jordan,1,0,0
3363,3/4/20,Latvia,1,0,0
3364,3/4/20,Liechtenstein,1,0,0
3365,3/4/20,Lithuania,1,0,0
3366,3/4/20,Luxembourg,1,0,0
3367,3/4/20,Mainland China,1,0,1
3368,3/4/20,Monaco,1,0,0
3369,3/4/20,Morocco,1,0,0
3370,3/4/20,Nepal,1,0,1
3371,3/4/20,Nigeria,1,0,0
3372,3/4/20,North Macedonia,1,0,0
3373,3/4/20,Poland,1,0,0
3374,3/4/20,Saudi Arabia,1,0,0
3375,3/4/20,Sri Lanka,1,0,1
3376,3/4/20,Tunisia,1,0,0
3377,3/4/20,US,1,0,0
3378,3/4/20,US,1,0,0
3379,3/4/20,US,1,0,1
3380,3/4/20,US,1,0,0
3381,3/4/20,US,1,0,0
3382,3/4/20,US,1,0,1
3383,3/4/20,US,1,0,0
3384,3/4/20,US,1,0,0
3385,3/4/20,US,1,0,0
3386,3/4/20,US,1,0,0
3387,3/4/20,US,1,0,0
3388,3/4/20,US,1,0,1
3389,3/4/20,US,1,0,0
3390,3/4/20,US,1,0,0
3391,3/4/20,Ukraine,1,0,0
3392,3/4/20,Australia,0,0,0
3393,3/4/20,US,0,0,0
3394,3/4/20,US,0,0,0
3395,3/4/20,US,0,0,0
